Category,Model,Model Year,Manufacturer,Fuel,All-Electric Range,PHEV Total Range,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Transmission Make,Engine Type,Engine Size,Engine Cylinder Count,Number of Passengers,Heavy-Duty Power System,Notes,Drivetrain
Transit Bus,XHF 33',,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"","",,,,32,Cummins Westport L9N 8.9L Near Zero,"",
Transit Bus,XHF 35',,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,"","",,,,41,Cummins Westport L9N 8.9L Near Zero,"",
Transit Bus,XHF 40',,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"","",,,,47,Cummins Westport L9N 8.9L Near Zero,"",
Vocational/Cab Chassis,"E350, E450 Cutaway",,Ford,Propane - Bi-fuel|CNG - Bi-fuel|Propane|CNG - Compressed Natural Gas|Ethanol (E85),,,,,,,,,"","",,,,"",Ford 7.3L V8,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,"E350, E450 Cutaway",,Ford,Hybrid Electric,,,,,,,,,"","",,,,"",Ford 7.3L V8,"This vehicle is available with a hybrid electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,"E350, E450 Stripped Chassis",,Ford,Propane - Bi-fuel|Propane|CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas,,,,,,,,,"","",,,,"",Ford 7.3L V8,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,"E350, E450 Stripped Chassis",,Ford,Hybrid Electric,,,,,,,,,"","",,,,"",Ford 7.3L V8,"This vehicle is available with a hybrid electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,E-450 Box Truck,,Ford,Electric,,,,,,,,,"","",,,,"","","Based on the Ford E-450 Cutaway Chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,E450 Cutaway,,Ford,Electric,,,,,,,,,"","",,,,"","","This vehicle is available with an electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
School Bus,E-450 School Bus,,Ford,Electric,,,,,,,,,"","",,,,"","","Based on the Ford E-450 Cutaway Chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Passenger Van/Shuttle Bus,E-450 Shuttle,,Ford,Electric,,,,,,,,,"","",,,,"","","Based on the Ford E-450 Cutaway Chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Step Van,E-450 Step Van,,Ford,Electric,,,,,,,,,"","",,,,"","","Based on the Ford E-450 Cutaway Chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,E450 Stripped Chassis,,Ford,Electric,,,,,,,,,"","",,,,"","","This vehicle is available with an electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,E-450 Work Truck,,Ford,Electric,,,,,,,,,"","",,,,"","","Based on the Ford E-450 Cutaway Chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Van,E-Transit Cargo Van,,Ford,Electric,,,,,,,,,Automatic,"",,,,"",Ford 198 kW / 266 HP motor,According to Manufacturer: 68 kWh battery; 115 kW DCFC speed; 126 miles range,
Vocational/Cab Chassis,E-Transit Cutaway/Chassis Cab,,Ford,Electric,,,,,,,,,Automatic,"",,,,"",Ford 198 kW / 266 HP motor,According to Manufacturer: 68 kWh battery; 115 kW DCFC speed; 126 miles range,
Passenger Van/Shuttle Bus,F-550 Bus,,Ford,Electric,,,,,,,,,"","",,,,"","","Based on the Ford F-550 Cutaway Chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
School Bus,F-59 School Bus,,Ford,Electric,,,,,,,,,"","",,,,"","","Based on the Ford F-59 stripped chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Passenger Van/Shuttle Bus,F-59 Shuttle Bus,,Ford,Electric,,,,,,,,,"","",,,,"","","Based on the Ford F-59 stripped chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Step Van,F-59 Step Van,,Ford,Electric,,,,,,,,,"","",,,,"","","Based on the Ford F-59 stripped chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,F-59 Stripped Chassis,,Ford,CNG - Compressed Natural Gas|Propane - Bi-fuel|E85/Hybrid Electric|CNG - Bi-fuel|Propane,,,,,,,,,"","",,,,"",Ford 7.3L V8,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,F-59 Stripped Chassis,,Ford,Electric,,,,,,,,,"","",,,,"","","This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,F-59 Stripped Chassis,,Ford,Hybrid Electric,,,,,,,,,"","",,,,"",Ford 7.3L V8,"This vehicle is available with a hybrid electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,F-650 Box Truck,,Ford,Electric,,,,,,,,,Automatic,"",,,,"","","Based on the Ford F-650 cab/chassis. This vehicle is available with an electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,"Medium Duty Chassis Cab F650, F750",,Ford,CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel,,,,,,,,,"","",,,,"",Ford 7.3L V8,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,"Medium Duty Chassis Cab F650, F750",,Ford,Biodiesel (B20),,,,,,,,,"","",,,,"",Ford 6.7L V8,,
Vocational/Cab Chassis,Super Duty Chassis Cab F350,,Ford,Ethanol (E85),,,,,,,,,"","",,,,"",Ford 6.2L V8|Ford 7.3L V8,"",
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",,Ford,Propane - Bi-fuel|Propane|CNG - Compressed Natural Gas|CNG - Bi-fuel,,,,,,,,,"","",,,,"",Ford 6.2L V8|Ford 7.3L V8,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",,Ford,Biodiesel (B20),,,,,,,,,"","",,,,"",Ford 6.7L V8,,
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",,Ford,Hybrid Electric,,,,,,,,,"","",,,,"",Ford 7.3L V8,"This vehicle is available with a hybrid electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Pickup,"Super Duty F250, F350, F450",,Ford,CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel,,,,,,,,,"","",,,,"",Ford 6.2L V8|Ford 7.3L V8,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on propane or CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Pickup,"Super Duty F250, F350, F450",,Ford,Biodiesel (B20),,,,,,,,,"","",,,,"",Ford 6.7L V8,,
Pickup,"Super Duty F250, F350, F450",,Ford,Hybrid Electric,,,,,,,,,"","",,,,"",Ford 7.3L V8,"This vehicle is available with a hybrid electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Pickup,"Super Duty F250, F350, F450",,Ford,Plug-in Hybrid Electric,,,,,,,,,"","",,,,"",Ford 7.3L V8,This vehicle is available with a plug-in hybrid electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM).,
Van,Transit 250/350 Cargo Van,,Ford,Ethanol (E85),,,,,,,,,"","",,,,"",Ford 3.5L V6,For government order only,
Van,Transit 250/350 Cargo Van,,Ford,Electric,,,,,,,,,"","",,,,"","","This vehicle is available with an electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Van,Transit 250/350 Cargo Van,,Ford,Hybrid Electric,,,,,,,,,"","",,,,"",Ford 3.5L V6,"This vehicle is available with a hybrid electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,,Ford,Electric,,,,,,,,,"","",,,,"","","This vehicle is available with an electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,,Ford,Ethanol (E85),,,,,,,,,"","",,,,"",Ford 3.5L V6,For government order only,
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,,Ford,Hybrid Electric,,,,,,,,,"","",,,,"",Ford 3.5L V6,"This vehicle is available with a hybrid electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,"Transit CC-CA 250, 350",,Ford,Hybrid Electric,,,,,,,,,"","",,,,"",Ford 3.5L V6,"This vehicle is available with a hybrid electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,"Transit CC-CA 250, 350",,Ford,Electric,,,,,,,,,"","",,,,"","","This vehicle is available with an electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Vocational/Cab Chassis,Transit Cutaway/Chassis Cab,,Ford,Ethanol (E85),,,,,,,,,"","",,,,"",Ford 3.5L V6,"",
Vocational/Cab Chassis,114SD NG - Class 8,,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"","Allison, Eaton",,,,"",Cummins Westport ISX12N 11.9L Near Zero|Cummins Westport L9N 8.9L Near Zero,"",
Tractor,Cascadia Natural Gas,,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"",Eaton,,,,"",Cummins Westport ISX12N 11.9L Near Zero,"",
TractorVocational/Cab Chassis,M2 112 NG,,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero,"",
Vocational/Cab Chassis,MT-45 G Chassis - Class 4,,Freightliner Custom Chassis,Propane|CNG - Compressed Natural Gas,,,,,,,,,Automatic,Allison,,,,"",Freightliner Custom Chassis DriveForce 6.0L V8,"",
Vocational/Cab Chassis,MT-50e,,Freightliner Custom Chassis,Electric,,,,,,,,,Automatic,Dana,,,,"",Dana eS9000r eAxle|Proterra Electric Drive System,"According to manufacturer: 226 kWh lithium-ion battery; 150-170 miles range; full charge in 3.5 hours @ 60 kW or 1.8 hours @ 150 kW DC, compatible with SAE J1772 CCS DC fast charging.",
Vocational/Cab Chassis,MT-55 G Chassis,,Freightliner Custom Chassis,Propane|CNG - Compressed Natural Gas,,,,,,,,,Automatic,Allison,,,,"",Freightliner Custom Chassis DriveForce 6.0L V8,"",
Vocational/Cab Chassis,S2G Truck - Class 6,,Freightliner Custom Chassis,Propane,,,,,,,,,"",Allison,,,,"",Freightliner Custom Chassis DriveForce 8.0L V8|Freightliner Custom Chassis DriveForce 8.8L V8,"",
Vocational/Cab Chassis,eCanter,,FUSO,Electric,,,,,,,,,Automatic,"",,,,"",FUSO 135 kW electric motor,According to manufacturer: 81 kW battery pack; over 62 miles range; fast charging in 105 minutes,
Transit Bus,"BRT, BRT Plus, Commuter",,Gillig,CNG - Compressed Natural Gas,,,,,,,,,"","Voith, Allison, ZF",,,,"",Cummins Westport L9N 8.9L Near Zero,"According to manufacturer: Available in 29', 35', and 40' lengths.",
Transit Bus,"BRT, BRT Plus, Commuter",,Gillig,Diesel/Hybrid Electric,,,,,,,,,"","Voith, Allison, ZF",,,,"",Cummins ISB6.7|Cummins ISL 9L,"According to manufacturer: Available in 29', 35', and 40' lengths.",
Transit Bus,"Low Floor, Low Floor Plus",,Gillig,CNG - Compressed Natural Gas,,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,"According to manufacturer: Available in 29', 35', and 40' lengths.",
Transit Bus,"Low Floor, Low Floor Plus",,Gillig,Diesel/Hybrid Electric,,,,,,,,,"","",,,,"","","According to manufacturer: Available in 29', 35', and 40' lengths.",
Transit Bus,Low Floor Plus,,Gillig,Electric,,,,,,,,,"","",,,,"",Cummins PowerDrive 7000 EV,"According to manufacturer: Available in 29', 35', and 40' lengths. 444 kWh battery and estimated 150 miles range.",
Transit Bus,Trolley,,Gillig,Diesel/Hybrid Electric,,,,,,,,,"","Voith, Allison, ZF",,,,"",Cummins ISB6.7|Cummins ISL 9L,"According to manufacturer: Available in 29', 35', and 40' lengths.",
Transit Bus,Trolley,,Gillig,CNG - Compressed Natural Gas,,,,,,,,,"","Voith, Allison, ZF",,,,"",Cummins Westport L9N 8.9L Near Zero,"According to manufacturer: Available in 29', 35', and 40' lengths.",
Street Sweeper,M3EV - Class 7,,Global,Electric,,,,,,,,,"",Global,,,,"",US Hybrid 160-kW electric motor,According to manufacturer: Available with 160-kW electric motor; 210 kWh battery for up to 12 hours operation per charge; J1772 Level II charging  will replenish the battery in 9-11 hours.,
Street Sweeper,M4EV - Class 7,,Global,Electric,,,,,,,,,"",Global,,,,"",US Hybrid 160-kW electric motor,According to manufacturer: Available with 160-kW electric motor; 210 kWh battery for up to 10 hours operation per charge; J1772 Level II charging  will replenish the battery in 9-11 hours.,
Street Sweeper,M4 Hybrid,,Global,Diesel/Hybrid Electric,,,,,,,,,"",Global,,,,"",Cummins ISB6.7,,
Street Sweeper,M4/M4HSD CNG,,Global,CNG - Compressed Natural Gas,,,,,,,,,"",Global,,,,"",Cummins Westport L9N 8.9L Near Zero,"",
Street Sweeper,M4ZE/M4HSDZE - Class 7,,Global,Hydrogen Fuel Cell,,,,,,,,,"",Global,,,,"","","",
Van,Zevo 600,,GM BrightDrop,Electric,,,,,,,,,"","",,,,"",GM BrightDrop Electric motor,According to manufacturer: Up to 250 miles range; 120 kW DC Fast Charging (160 miles of range per hour) or Level 2 (11.5 kW) compatible,
Passenger Van/Shuttle Bus,Savana 2500/3500,,GMC,Ethanol (E85),,,,,,,,,"","",,,,"",GMC 6.6L V8,"",
Passenger Van/Shuttle Bus,Savana 2500/3500,,GMC,Biodiesel (B20),,,,,,,,,"","",,,,"",GMC 2.8L I4,"",
Van,Savana 2500/3500,,GMC,Ethanol (E85),,,,,,,,,"","",,,,"",GMC 6.6L V8,"",
Van,Savana 2500/3500,,GMC,Biodiesel (B20),,,,,,,,,"","",,,,"",GMC 2.8L I4,"",
Vocational/Cab Chassis,Savana 3500/4500 Cutaway,,GMC,Ethanol (E85),,,,,,,,,"","",,,,"",GMC 6.6L V8,"",
Pickup,Sierra 2500/3500 HD,,GMC,Biodiesel (B20),,,,,,,,,"",Allison,,,,"",GMC 6.6L V8,"",
Vocational/Cab Chassis,Sierra 3500 HD Cab Chassis,,GMC,Biodiesel (B20),,,,,,,,,"",Allison,,,,"",GMC 6.6L V8,"",
Vocational/Cab Chassis,"G1, G2",,Greenkraft,Propane|CNG - Compressed Natural Gas,,,,,,,,,"","GM, Allison",,,,"",GMC 6.0L V8,"",
Vocational/Cab Chassis,"G3, G4",,Greenkraft,Propane|CNG - Compressed Natural Gas,,,,,,,,,"",Allison,,,,"",GMC 8.0L V8,"",
Passenger Van/Shuttle Bus,AV Star,,GreenPower Motor Company,Electric,,,,,,,,,"","",,,,Up to 21,Dana TM4 150kW,According to manufacturer: ADA wheelchair lift; 118kWh battery; up to 150 miles range,
School Bus,BEAST,,GreenPower Motor Company,Electric,,,,,,,,,"","",,,,90,Dana TM4 150kW,According to manufacturer: 194kWh battery; up to 140 miles range,
Transit Bus,EV250,,GreenPower Motor Company,Electric,,,,,,,,,"","",,,,21 + 2 wheelchair,Prestolite 160kW electric motor,According to manufacturer: 260kWh battery; 163 miles range,
Transit Bus,EV350,,GreenPower Motor Company,Electric,,,,,,,,,"","",,,,40 + 2 wheelchair,Prestolite 350kW electric motor,According to manufacturer: Up to 400kWh battery;  up to 212 miles range,
Transit Bus,EV550,,GreenPower Motor Company,Electric,,,,,,,,,"","",,,,Up to 99,Siemens electric motor,According to manufacturer: Up to 600kWh battery;  175+ miles range,
Passenger Van/Shuttle Bus,EV Star,,GreenPower Motor Company,Electric,,,,,,,,,"","",,,,Up to 21,Dana TM4 150kW,According to manufacturer: 118kWh battery; up to 150 miles range,
Passenger Van/Shuttle Bus,EV Star+,,GreenPower Motor Company,Electric,,,,,,,,,"","",,,,24,Dana TM4 150kW,According to manufacturer: 118kWh battery; up to 150 miles range,
Van,EV Star Cargo,,GreenPower Motor Company,Electric,,,,,,,,,"","",,,,"",Dana TM4 150kW,"According to manufacturer: GVWR 14,330 lbs; 118kWh battery; up to 150 miles range",
Vocational/Cab ChassisVan,EV Star Cargo+,,GreenPower Motor Company,Electric,,,,,,,,,"","",,,,"",Dana TM4 150kW,"Box van based on chassis/cab. According to manufacturer: GVWR 14,330 lbs; 118kWh battery; up to 150 miles range",
Vocational/Cab Chassis,EV Star CC,,GreenPower Motor Company,Electric,,,,,,,,,"","",,,,"",Dana TM4 150kW,"According to manufacturer: GVWR 14,330 lbs; 118kWh battery; up to 150 miles range",
Refuse,"Front Loader: Half/Pack (including Automated), Half/Pack Freedom, Half/Pack Sierra, Half/Pack Low Rider (including Automated)",,Heil Environmental,CNG - Compressed Natural Gas,,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,Half/Pack models available with CNrG tailgate fuel-delivery system.,
Refuse,"Rear Loader: PowerTrak, PowerTrak Commercial, DuraPack 4060 and 5000, PT 1000, Under CDL Mini Rear Loader",,Heil Environmental,CNG - Compressed Natural Gas,,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,"",
Refuse,"Side Loader: Command-SST, DuraPack Python and Rapid Rail, Liberty and MultiPack Automated",,Heil Environmental,CNG - Compressed Natural Gas,,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,Command SST model available with CNrG tailgate fuel-delivery system.,
Vocational/Cab Chassis,L6 Conventional,,Hino,Biodiesel (B20),,,,,,,,,"",Allison,,,,"",Cummins ISB6.7,"According to manufacturer: 23,000-25,900 GVWR; available in Day Cab, Extended Cab, or Crew Cab",
Vocational/Cab Chassis,L7 Conventional,,Hino,Biodiesel (B20),,,,,,,,,"",Allison,,,,"",Cummins ISB6.7,"According to manufacturer: 33,000 GVWR; available in Day Cab, Extended Cab, or Crew Cab",
TractorVocational/Cab Chassis,XL7 Conventional,,Hino,Biodiesel (B20),,,,,,,,,"",Allison,,,,"",Cummins ISL 9L,"According to manufacturer: 33,000 GVWR; available in Day Cab, Extended Cab, or Crew Cab
",
TractorVocational/Cab Chassis,XL8 Conventional,,Hino,Biodiesel (B20),,,,,,,,,"",Allison,,,,"",Cummins ISL 9L,"According to manufacturer: 34,200-66,000 GVWR; available in Day Cab, Extended Cab, or Crew Cab",
Passenger Van/Shuttle Bus,Carriage ,,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,,,,,,,,,"",MYD 6-speed automatic,,,,24,Ford 7.3L V8,"",
Passenger Van/Shuttle Bus,Commuter,,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,,,,,,"",Allison B400,,,,40,Cummins Westport L9N 8.9L Near Zero,"",
Passenger Van/Shuttle Bus,Commuter,,Hometown Manufacturing,Electric,,,,,,,,,"","",,,,42,"",According to manufacturer: 120-200 miles range.,
Transit Bus,Mainstreet,,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,,,,,,"","Allison 2100, B300",,,,40,Cummins Westport L9N 8.9L Near Zero,"",
Transit Bus,Mainstreet,,Hometown Manufacturing,Electric,,,,,,,,,"","",,,,40,"",According to manufacturer: 120-200 miles range.,
Transit Bus,Streetcar,,Hometown Manufacturing,Electric,,,,,,,,,"","",,,,40,"",According to manufacturer: 220 kW / 295 hp motor;  BMW i3 Lithium-ion 320 kWh battery; Level 2 charging (50 kW); 5.5-hours for 100% charge.,
Passenger Van/Shuttle Bus,Streetcar,,Hometown Manufacturing,Diesel/Hybrid Electric,,,,,,,,,"",Allison B300,,,,48,Cummins ISB6.7,,
Transit Bus,Streetcar,,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,,,,,,"","Allison B300, B400",,,,40,Cummins Westport L9N 8.9L Near Zero,"",
Transit Bus,Urban,,Hometown Manufacturing,Electric,,,,,,,,,"","",,,,40,"",According to manufacturer: 2-hour charge time at fast charge rate.,
Transit Bus,Urban,,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,,,,,,"",Allison B400,,,,40,Cummins Westport L9N 8.9L Near Zero,"",
Transit Bus,View,,Hometown Manufacturing,Electric,,,,,,,,,"","",,,,Max 42,Dana eS9000r eAxle|Proterra Electric Drive System,"Based on FCC MT50e chassis, available in 32'-36' length. According to manufacturer: 226 kWh lithium-ion battery; 150-170 miles range; full charge in 3.5 hours @ 60 kW or 1.8 hours @ 150 kW DC, compatible with SAE J1772 CCS DC fast charging.",
Transit Bus,View,,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,,,,,,,,,"",Allison PTS 2200 or Ford 5-speed OD,,,,42,Ford 7.3L V8,"According to manufacturer: Based on Ford 550 chassis, available in 32' and 36' lengths; 24,000 GVWR",
Passenger Van/Shuttle Bus,Villager,,Hometown Manufacturing,Electric,,,,,,,,,"","",,,,45,Proterra Electric Drive System|Dana eS9000r eAxle,"Based on FCC MT50e chassis, available in 32'-36' length. According to manufacturer: 226 kWh lithium-ion battery; 150-170 miles range; full charge in 3.5 hours @ 60 kW or 1.8 hours @ 150 kW DC, compatible with SAE J1772 CCS DC fast charging.",
Passenger Van/Shuttle Bus,Villager,,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,,,,,,,,,"",Allison PTS 2200 or Ford Torque Shift 6-speed automatic,,,,45,Ford 7.3L V8,"",
School Bus,CE Series,,IC Bus,Propane,,,,,,,,,"","Allison, Eaton",,,,78,Powertrain Solutions International (PSI) 8.8L,,
School Bus,Electric CE Series,,IC Bus,Electric,,,,,,,,,Automatic,"",,,,Max 77,"International 650 V, Permanent Magnet, 255 kW (342 hp) Electric Motor ","According to manufacturer: 31,000 up to 35,000 lbs GVWR; 210 kWh or 315 kWh battery for up to 200+ miles range; DC fast charging allows full charge in as little as 70 minutes",
Vocational/Cab Chassis,eMV,,International,Electric,,,,,,,,,Automatic,"",,,,"","International Direct Drive Electric Motor (1,700 ft-lb)","According to manufacturer: 25,999 and 33,000 lb GVWR; 210 kWh battery; 608 V operating system; 125 kW/hour DC fast charging capable; 135 miles range",
Vocational/Cab Chassis,"FTR, FVR",,Isuzu,Biodiesel (B20),,,,,,,,,"",Allison 2500 RDS,,,,"",Cummins ISB6.7,"According to manufacturer: Up to 33,000 GVWR; available in Standard Cab only",
Vocational/Cab Chassis,"NPR-HD, NPR-XD, NQR, NRR",,Isuzu,Biodiesel (B20),,,,,,,,,"",Aisin,,,,"",Isuzu 5.2L,"According to manufacturer: Up to 19,500 GVWR; available in Standard or Crew Cab",
Tractor,Ottawa T2E+,,Kalmar,Electric,,,,,,,,,"","",,,,"",Cummins 170-kW Electric Drive Motor,According to manufacturer: available with charging capacities of 24kW-180kW; 152 kWh or 184 kWh battery storage,
Vocational/Cab Chassis,K270/K370,,Kenworth,Electric,,,,,,,,,"","",,,,"",Kenworth HV3500|Kenworth HV2600,According to manufacturer: Available in Class 6 or Class 7; 141 kW or 282 kW battery pack for 100 or 200 miles range; DC Fast Charging for 1 hr charge time,
Vocational/Cab Chassis,T180/T280,,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"",PACCAR,,,,"",Cummins Westport L9N 8.9L Near Zero,"According to manufacturer: Up to 26,000 lb rating",
Tractor,T680,,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"",Eaton,,,,"",Cummins Westport ISX12N 11.9L Near Zero|Cummins Westport L9N 8.9L Near Zero,,
Tractor,T680E,,Kenworth,Electric,,,,,,,,,"","",,,,"",Meritor 14Xe e-axles,"According to manufacturer: Available in 54,000 lb. and 82,000 lb GVWR; 396 kWh battery for 150 miles range; DC Fast Charging via J1772 CCS with 120 kW maximum rate and 3.3-hr charge time",
Tractor,T880,,Kenworth,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,"","Eaton, Allison",,,,"",Cummins Westport ISX12N 11.9L Near Zero,"",
Vocational/Cab Chassis,T880,,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"","Eaton, Allison",,,,"",Cummins Westport ISX12N 11.9L Near Zero,"",
Vocational/Cab Chassis,LION6,,Lion Electric,Electric,,,,,,,,,Automatic,"",,,,"",Dana TM4 SUMO MD 250 kW (335 HP),"According to manufacturer: Class 6, 26,000 GVWR; up to 252 kWh battery and 200  miles range",
Vocational/Cab Chassis,LION8 - Class 8,,Lion Electric,Electric,,,,,,,,,Automatic,"",,,,"",Dana TM4 SUMO HD 800 VDC 9-Phase 350 kW (470 HP),"According to manufacturer: Class 8, 60,000 GVWR; up  to 252 kWh battery and 170 miles range. Also available as a bucket truck with 130 miles range.",
Refuse,LION8 Refuse ASL and REL - Class 8,,Lion Electric,Electric,,,,,,,,,Automatic,"",,,,"",Dana TM4 SUMO HD 800 VDC 9-Phase 350 kW (470 HP),"According to manufacturer: Class 8, 60,000 GVWR; up  to 336 kWh battery and 170 miles range. Available in side- and rear-load configurations.",
